0.00	188.319
0.01	272.033
0.02	215.664
0.03	153.795
0.04	165.520
0.05	327.571
0.06	227.422
0.07	291.659
0.08	344.938
0.09	335.285
0.10	235.742
0.11	160.688
0.12	193.309
0.13	157.823
0.14	166.097
0.15	185.911
0.16	172.640
0.17	101.021
0.18	96.669
0.19	86.040
0.20	160.017
0.21	156.246
0.22	190.163
0.23	191.672
0.24	204.292
0.25	124.197
0.26	168.843
0.27	152.517
0.28	129.167
0.29	144.847
0.30	223.807
0.31	261.401
0.32	323.496
0.33	230.563
0.34	232.654
0.35	247.285
0.36	133.600
0.37	128.605
0.38	344.155
0.39	49.160
0.40	97.971
0.41	69.153
0.42	55.260
0.43	279.351
0.44	0.000
0.45	0.000
0.46	0.000
0.47	692.993
0.48	684.897
0.49	340.476
0.50	340.476
0.51	340.476
0.52	342.449
0.53	340.476
0.54	340.476
0.55	340.476
0.56	340.476
0.57	340.476
0.58	340.476
0.59	340.476
0.60	340.476
0.61	340.476
0.62	340.476
0.63	340.476
0.64	340.476
0.65	340.476
0.66	340.476
0.67	340.476
0.68	342.449
0.69	340.476
0.70	340.476
0.71	170.238
0.72	170.238
0.73	171.224
0.74	172.216
0.75	171.224
0.76	175.477
0.77	170.239
0.78	170.238
0.79	171.224
0.80	171.224
0.81	171.224
0.82	170.238
0.83	170.238
0.84	170.238
0.85	172.216
0.86	171.224
0.87	171.224
0.88	171.224
0.89	170.238
0.90	170.238
0.91	173.214
0.92	170.238
0.93	0.000
0.94	177.263
0.95	169.258
0.96	0.000
0.97	171.224
0.98	169.258
0.99	173.214
1.00	171.203
1.01	126.804
1.02	0.000
1.03	0.000
1.04	0.000
1.05	506.600
1.06	513.093
1.07	0.000
1.08	510.138
1.09	507.200
1.10	0.000
1.11	507.316
1.12	0.000
1.13	0.000
1.14	171.224
1.15	171.224
1.16	169.258
1.17	173.212
1.18	507.200
1.19	0.000
1.20	0.000
1.21	171.212
1.22	127.603
1.23	0.000
1.24	513.093
1.25	379.971
1.26	171.224
1.27	777.704
1.28	344.316
1.29	172.022
1.30	340.476
1.31	340.476
1.32	342.449
1.33	340.476
1.34	338.515
1.35	346.428
1.36	0.000
1.37	0.000
1.38	400.246
1.39	0.000
1.40	338.515
1.41	397.941
1.42	0.000
1.43	397.921
1.44	397.941
1.45	0.000
1.46	397.941
1.47	397.941
1.48	400.246
1.49	397.941
1.50	397.941
1.51	400.246
1.52	397.941
1.53	400.246
1.54	397.941
1.55	172.447
1.56	166.350
1.57	171.224
1.58	168.026
1.59	169.301
1.60	171.224
1.61	170.238
1.62	171.224
1.63	171.224
1.64	169.258
1.65	171.224
1.66	169.258
1.67	171.224
1.68	167.314
1.69	169.258
1.70	172.216
1.71	171.224
1.72	171.599
1.73	340.476
1.74	171.224
1.75	171.224
1.76	171.224
1.77	191.882
1.78	94.316
1.79	451.864
1.80	451.864
1.81	451.864
1.82	446.973
1.83	451.864
1.84	451.864
1.85	454.479
1.86	451.864
1.87	450.631
1.88	451.864
1.89	454.481
1.90	454.481
1.91	451.864
1.92	451.864
1.93	451.864
1.94	451.864
1.95	451.864
1.96	449.261
1.97	449.261
1.98	451.864
1.99	454.481
2.00	451.864
2.01	454.481
2.02	0.000
2.03	455.386
2.04	457.114
2.05	0.000
2.06	0.000
2.07	457.114
2.08	457.114
2.09	0.000
2.10	171.224
2.11	171.224
2.12	171.224
2.13	170.238
2.14	171.224
2.15	171.514
2.16	170.238
2.17	169.258
2.18	0.000
2.19	0.000
2.20	0.000
2.21	397.941
2.22	397.941
2.23	397.941
2.24	397.941
2.25	0.000
2.26	82.864
2.27	121.293
