0.00	709.264
0.01	915.536
0.02	613.387
0.03	406.036
0.04	136.964
0.05	872.807
0.06	875.187
0.07	865.622
0.08	75.905
0.09	829.518
0.10	723.736
0.11	125.156
0.12	113.658
0.13	453.434
0.14	364.915
0.15	367.027
0.16	363.948
0.17	624.708
0.18	661.500
0.19	684.897
0.20	688.865
0.21	688.865
0.22	692.856
0.23	0.000
0.24	342.449
0.25	346.428
0.26	348.435
0.27	700.906
0.28	700.906
0.29	696.869
0.30	344.433
0.31	348.435
0.32	350.453
0.33	350.453
0.34	350.453
0.35	344.433
0.36	342.449
0.37	344.433
0.38	344.433
0.39	348.435
0.40	348.435
0.41	348.435
0.42	350.453
0.43	350.453
0.44	350.453
0.45	350.453
0.46	350.453
0.47	350.453
0.48	350.453
0.49	350.453
0.50	354.525
0.51	350.453
0.52	700.906
0.53	0.000
0.54	348.435
0.55	346.428
0.56	346.428
0.57	348.435
0.58	543.604
0.59	543.604
0.60	0.000
0.61	0.000
0.62	273.376
0.63	274.960
0.64	274.960
0.65	274.960
0.66	274.960
0.67	274.960
0.68	274.960
0.69	273.376
0.70	271.802
0.71	273.376
0.72	0.000
0.73	0.000
0.74	274.960
0.75	274.960
0.76	274.960
0.77	274.960
0.78	274.960
0.79	274.960
0.80	271.802
0.81	271.802
0.82	352.483
0.83	1074.719
0.84	549.920
0.85	549.920
0.86	0.000
0.87	1074.719
0.88	0.000
0.89	543.604
0.90	549.920
0.91	278.155
0.92	278.155
0.93	274.960
0.94	273.376
0.95	273.376
0.96	543.604
0.97	540.473
0.98	549.911
0.99	566.034
1.00	534.265
1.01	522.062
1.02	522.062
1.03	522.062
1.04	0.000
1.05	261.031
1.06	256.547
1.07	258.033
1.08	261.031
1.09	261.031
1.10	261.031
1.11	261.031
1.12	262.543
1.13	261.031
1.14	261.031
1.15	262.543
1.16	261.031
1.17	261.031
1.18	261.031
1.19	261.031
1.20	259.528
1.21	259.528
1.22	261.031
1.23	262.543
1.24	261.031
1.25	0.000
1.26	0.000
1.27	0.000
1.28	0.000
1.29	0.000
1.30	0.000
1.31	525.086
1.32	519.055
1.33	0.000
1.34	0.000
1.35	262.543
1.36	258.033
1.37	255.069
1.38	231.213
1.39	0.000
1.40	229.881
1.41	232.552
1.42	229.881
1.43	231.213
1.44	231.213
1.45	229.881
1.46	231.213
1.47	232.552
1.48	231.213
1.49	233.899
1.50	232.552
1.51	232.552
1.52	231.213
1.53	232.552
1.54	235.252
1.55	233.899
1.56	233.899
1.57	231.213
1.58	231.213
1.59	231.213
1.60	231.213
1.61	231.213
1.62	231.213
1.63	231.213
1.64	231.213
1.65	232.553
1.66	231.213
1.67	231.213
1.68	231.213
1.69	231.213
1.70	231.213
1.71	229.881
1.72	231.213
1.73	231.213
1.74	229.881
1.75	231.213
1.76	231.213
1.77	0.000
1.78	462.426
1.79	0.000
1.80	0.000
1.81	0.000
1.82	231.213
1.83	232.552
1.84	231.213
1.85	231.213
1.86	231.213
1.87	233.899
1.88	231.213
1.89	231.213
1.90	231.213
1.91	231.213
1.92	231.213
1.93	231.213
1.94	231.213
1.95	231.213
1.96	231.213
1.97	231.213
1.98	232.552
1.99	231.213
2.00	231.213
2.01	231.603
